incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2014,january,central america,north america,guatemala,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,31.650259,-110.366453,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.59713,-111.73756,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.94026,-113.01125,0.6931471805599453
2014,january,central america,north america,mexico,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,central america,mexico,violence and related causes,united states,31.506777,-109.315632,0.6931471805599453
2014,january,northern africa,europe,sudan,1,0,1.0,2,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,northern africa,sudan,environmental conditions and accidents,estonia,59.1551,28.0,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,violence,us-mexico border crossing,latin america / caribbean,mixed/unknown,violence and related causes,united states,32.45435,-113.18402,0.6931471805599453
2014,january,unknown,mediterranean,"afghanistan,syrian arab republic",12,0,12.0,0,9,0,3,drowning,eastern mediterranean,unknown,mixed/unknown,drowning and related causes,greece,37.2832,27.0,2.5649493574615367
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.478317,-113.182833,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.81154,-111.01101,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.174017,-112.174583,0.6931471805599453
2014,january,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,32.40291,-113.02935,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.159,-112.919,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.481483,-111.654933,0.6931471805599453
2014,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.481683,-111.654933,0.6931471805599453
2014,january,southern asia,europe,iran (islamic republic of),1,0,1.0,2,0,1,1,vehicle accident / death linked to hazardous transport,english channel to the uk,southern asia,iran (islamic republic of),environmental conditions and accidents,france,50.9355,2.0,0.6931471805599453
2014,january,caribbean,caribbean,haiti,1,0,1.0,0,0,1,1,drowning,caribbean to us,caribbean,haiti,drowning and related causes,united states,26.116,-80.0,0.6931471805599453
2014,february,south-eastern asia,south-eastern asia,myanmar,5,0,5.0,500,0,5,0,sickness / lack of access to adequate healthcare,unknown,southern asia,myanmar,health-related causes,inconclusive location,7.0167471,100.4674982,1.791759469228055
2014,february,unknown,mediterranean,"cameroon,unknown",15,0,15.0,0,0,1,0,violence,western mediterranean,unknown,mixed/unknown,violence and related causes,inconclusive location,35.8793,-5.0,2.772588722239781
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.8054,-111.854867,0.6931471805599453
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.992833,-111.385833,0.6931471805599453
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.17305,-112.20211,0.6931471805599453
2014,february,eastern africa,mediterranean,somalia,2,0,2.0,121,0,2,0,mixed or unknown,central mediterranean,eastern africa,somalia,mixed or unknown,italy,34.5645,16.0,1.0986122886681096
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.00768,-112.1726,0.6931471805599453
2014,february,central america,north america,mexico,1,0,1.0,2,0,1,0,violence,us-mexico border crossing,central america,mexico,violence and related causes,united states,32.5543,-117.0,0.6931471805599453
2014,february,caribbean,caribbean,haiti,8,0,8.0,0,0,0,0,drowning,haiti to dominican republic,caribbean,haiti,drowning and related causes,dominica,18.4505,-68.0,2.1972245773362196
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.82214,-111.96383,0.6931471805599453
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.08795,-112.58407,0.6931471805599453
2014,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.0885,-112.44956,0.6931471805599453
2014,february,southern asia,southern asia,bangladesh,1,0,1.0,0,0,1,0,violence,unknown,southern asia,bangladesh,violence and related causes,india,25.1841,89.0,0.6931471805599453
2014,february,eastern africa,eastern africa,ethiopia,11,6,17.0,0,0,0,0,drowning,horn of africa to yemen crossing,eastern africa,ethiopia,drowning and related causes,djibouti,20.2802,39.0,2.8903717578961645
2014,february,eastern africa,mediterranean,somalia,7,0,7.0,0,0,0,0,violence,central mediterranean,eastern africa,somalia,violence and related causes,libya,33.1597,15.0,2.0794415416798357
2014,march,central america,north america,guatemala,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,guatemala,environmental conditions and accidents,united states,31.759,-110.51916,0.6931471805599453
2014,march,europe,europe,albania,1,0,1.0,0,0,1,0,violence,english channel to the uk,europe,albania,violence and related causes,france,50.9365,2.0,0.6931471805599453
2014,march,southern asia,south-eastern asia,cambodia,5,0,5.0,4,2,3,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,cambodia,environmental conditions and accidents,thailand,13.2353642,101.0,1.791759469228055
2014,march,southern asia,south-eastern asia,myanmar,2,0,2.0,10,0,2,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,thailand,9.96833,99.0,1.0986122886681096
2014,march,south america,central america,ecuador,1,0,1.0,0,1,0,1,violence,us-mexico border crossing,south america,ecuador,violence and related causes,mexico,31.6904,-106.425,0.6931471805599453
2014,march,eastern africa,eastern africa,"ethiopia,somalia",1,43,44.0,33,1,0,3,drowning,horn of africa to yemen crossing,eastern africa,mixed/unknown,drowning and related causes,inconclusive location,12.5331,48.0,3.8066624897703196
2014,march,eastern africa,europe,ethiopia,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,english channel to the uk,eastern africa,ethiopia,environmental conditions and accidents,france,50.9686,2.0,0.6931471805599453
2014,march,central america,north america,el salvador,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,el salvador,mixed or unknown,united states,26.81120278,-97.74819915,0.6931471805599453
2014,march,eastern africa,europe,ethiopia,1,0,1.0,0,0,1,0,mixed or unknown,english channel to the uk,eastern africa,ethiopia,mixed or unknown,france,50.950273,2.0,0.6931471805599453
2014,march,eastern africa,europe,ethiopia,1,0,1.0,2,0,1,0,vehicle accident / death linked to hazardous transport,english channel to the uk,eastern africa,ethiopia,environmental conditions and accidents,france,50.9688,2.0,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.789033,-112.114583,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.1386,-112.326,0.6931471805599453
2014,march,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,vehicle accident / death linked to hazardous transport,central mediterranean,unknown,mixed/unknown,environmental conditions and accidents,inconclusive location,34.9797,13.0,0.6931471805599453
2014,march,western asia,mediterranean,syrian arab republic,7,2,9.0,8,1,1,1,drowning,eastern mediterranean,western asia,syrian arab republic,drowning and related causes,greece,39.398814,26.0,2.302585092994046
2014,march,middle africa,eastern africa,congo,251,0,64.0,50,0,0,0,drowning,unknown,middle africa,congo,drowning and related causes,uganda,1.63236,31.0,4.174387269895637
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.558,-111.183,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.94755,-112.06415,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.85666,-111.62433,0.6931471805599453
2014,march,central america,central america,guatemala,1,0,1.0,0,1,0,0,vehicle accident / death linked to hazardous transport,unknown,central america,guatemala,environmental conditions and accidents,mexico,16.2299602,-92.0,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,1,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.688867,-111.862733,0.6931471805599453
2014,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.3085,-111.7528,0.6931471805599453
2014,march,central america,north america,el salvador,1,0,1.0,0,0,1,0,accidental death,us-mexico border crossing,central america,el salvador,accidental death,united states,31.33271,-110.93813,0.6931471805599453
2014,april,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,31.354017,-110.989383,0.6931471805599453
2014,april,eastern africa,eastern africa,zimbabwe,17,0,17.0,0,0,0,0,drowning,unknown,eastern africa,zimbabwe,drowning and related causes,zimbabwe,-23.8148,32.0,2.8903717578961645
2014,april,unknown,mediterranean,unknown,1,0,1.0,661,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,35.1092,14.0,0.6931471805599453
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.03171,-112.42503,0.6931471805599453
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.836217,-111.9419,0.6931471805599453
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.12865,-111.330983,0.6931471805599453
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.178733,-112.5039,0.6931471805599453
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.09045,-112.246033,0.6931471805599453
2014,april,eastern africa,northern africa,"eritrea,ethiopia,sudan,unknown",10,0,10.0,309,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,eastern africa,mixed/unknown,environmental conditions and accidents,libya,23.3112,22.0,2.3978952727983707
2014,april,western asia,mediterranean,syrian arab republic,8,1,9.0,5,2,0,1,drowning,eastern mediterranean,western asia,syrian arab republic,drowning and related causes,greece,38.669208,27.0,2.302585092994046
2014,april,central america,central america,"honduras,mexico",4,0,4.0,3,0,0,0,violence,unknown,central america,mixed/unknown,violence and related causes,mexico,16.242196,-94.0,1.6094379124341003
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.1886,-113.0037,0.6931471805599453
2014,april,eastern asia,south-eastern asia,china,5,0,5.0,0,0,0,0,violence,unknown,eastern asia,china,violence and related causes,china,21.5928,107.0,1.791759469228055
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.1833,-112.9961,0.6931471805599453
2014,april,southern asia,south-eastern asia,cambodia,7,0,7.0,7,2,5,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,cambodia,environmental conditions and accidents,thailand,13.3493133,101.0,2.0794415416798357
2014,april,central america,north america,mexico,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,central america,mexico,violence and related causes,united states,31.99887,-110.862595,0.6931471805599453
2014,april,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,31.467633,-110.793333,0.6931471805599453
2014,april,eastern africa,mediterranean,somalia,0,40,40.0,1,0,0,0,drowning,central mediterranean,eastern africa,somalia,drowning and related causes,libya,34.3706,14.0,3.713572066704308
2014,april,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.59867,-111.43782,0.6931471805599453
2014,may,caribbean,caribbean,unknown,6,3,9.0,16,0,0,0,drowning,unknown,caribbean,mixed/unknown,drowning and related causes,dominica,18.3079,-70.0,2.302585092994046
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.58023,-111.79283,0.6931471805599453
2014,may,eastern africa,mediterranean,"eritrea,ethiopia,somalia",4,0,4.0,80,0,0,0,drowning,central mediterranean,eastern africa,mixed/unknown,drowning and related causes,libya,33.1045,14.0,1.6094379124341003
2014,may,eastern africa,europe,eritrea,1,0,1.0,0,0,1,1,vehicle accident / death linked to hazardous transport,english channel to the uk,eastern africa,eritrea,environmental conditions and accidents,france,50.9513,1.85869,0.6931471805599453
2014,may,unknown,mediterranean,unknown,22,7,29.0,36,0,0,0,drowning,eastern mediterranean,unknown,mixed/unknown,drowning and related causes,greece,37.848433,27.0,3.4011973816621555
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.12555,-112.868,0.6931471805599453
2014,may,sub-saharan africa (p),mediterranean,unknown,44,33,64.0,53,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,32.6801,16.0,4.174387269895637
2014,may,eastern africa,mediterranean,eritrea,1,0,1.0,0,0,1,0,mixed or unknown,central mediterranean,eastern africa,eritrea,mixed or unknown,inconclusive location,35.8196,12.0,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.75233,-111.97016,0.6931471805599453
2014,may,southern asia,south-eastern asia,myanmar,1,0,1.0,17,0,0,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,thailand,8.855529,98.0,0.6931471805599453
2014,may,western africa,northern africa,niger,13,33,46.0,0,0,0,0,mixed or unknown,sahara desert crossing,western africa,niger,mixed or unknown,algeria,23.5301672,2.0,3.8501476017100584
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,latin america / caribbean,mixed/unknown,violence and related causes,united states,31.692369,-110.360473,0.6931471805599453
2014,may,sub-saharan africa (p),mediterranean,unknown,17,200,64.0,226,12,2,3,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,italy,34.7086,16.0,4.174387269895637
2014,may,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,31.95283,-112.34965,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.61445,-111.68357,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.46313,-111.6213,0.6931471805599453
2014,may,southern asia,mediterranean,afghanistan,1,0,1.0,0,0,1,1,accidental death,eastern mediterranean,southern asia,afghanistan,accidental death,greece,39.5061,20.0,0.6931471805599453
2014,may,northern africa,europe,sudan,1,0,1.0,0,0,1,1,vehicle accident / death linked to hazardous transport,english channel to the uk,northern africa,sudan,environmental conditions and accidents,france,50.9513,1.85869,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.0667,-113.1525,0.6931471805599453
2014,may,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,31.34675,-109.4814,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.437783,-111.636383,0.6931471805599453
2014,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.437983,-111.636383,0.6931471805599453
2014,may,eastern africa,eastern africa,"ethiopia,somalia",62,0,62.0,0,0,0,0,drowning,horn of africa to yemen crossing,eastern africa,mixed/unknown,drowning and related causes,inconclusive location,12.5331,48.0,4.143134726391533
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.62445,-111.3423,0.6931471805599453
2014,june,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,31.334397,-110.96816,0.6931471805599453
2014,june,unknown,mediterranean,unknown,3,0,3.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,inconclusive location,35.358,13.0,1.3862943611198906
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,1,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.564183,-111.670617,0.6931471805599453
2014,june,middle africa,mediterranean,central african republic,4,0,4.0,0,0,0,0,drowning,central mediterranean,middle africa,central african republic,drowning and related causes,inconclusive location,35.4125,12.0,1.6094379124341003
2014,june,unknown,mediterranean,unknown,3,2,5.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,inconclusive location,36.4935,14.0,1.791759469228055
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.906667,-112.0059,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.23316,-112.959966,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.05,-112.9,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.48843,-112.59816,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.778767,-111.396767,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.833333,-113.75,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.914994,-111.875669,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.84452,-111.86507,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.14323,-112.58124,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.78543,-111.86321,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.49908,-111.40091,0.6931471805599453
2014,june,unknown,mediterranean,unknown,10,0,10.0,39,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,34.2775,15.0,2.3978952727983707
2014,june,southern asia,south-eastern asia,cambodia,6,0,6.0,13,5,1,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,cambodia,environmental conditions and accidents,thailand,13.6702361,101.0,1.9459101490553132
2014,june,western asia,mediterranean,syrian arab republic,1,0,1.0,356,0,0,0,mixed or unknown,central mediterranean,western asia,syrian arab republic,mixed or unknown,inconclusive location,35.9061,12.0,0.6931471805599453
2014,june,southern asia,south-eastern asia,cambodia,2,0,2.0,16,1,1,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,cambodia,environmental conditions and accidents,thailand,13.1394249,101.0,1.0986122886681096
2014,june,unknown,northern africa,unknown,0,29,29.0,0,0,0,0,drowning,western africa / atlantic route to the canary islands,unknown,mixed/unknown,drowning and related causes,inconclusive location,28.348645,-13.0,3.4011973816621555
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,27.15310333,-98.0,0.6931471805599453
2014,june,unknown,mediterranean,unknown,4,0,4.0,0,0,0,0,violence,western mediterranean,unknown,mixed/unknown,violence and related causes,morocco,35.2783,-3.0,1.6094379124341003
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.16403,-111.71384,0.6931471805599453
2014,june,southern asia,south-eastern asia,indonesia,9,26,35.0,62,1,8,1,drowning,unknown,southern asia,indonesia,drowning and related causes,malaysia,4.66259,100.0,3.58351893845611
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.17175,-111.20567,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.4275,-111.64305,0.6931471805599453
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.49936,-112.21016,0.6931471805599453
2014,june,eastern africa,mediterranean,eritrea,0,240,64.0,0,0,0,0,drowning,central mediterranean,eastern africa,eritrea,drowning and related causes,inconclusive location,34.6033,17.0,4.174387269895637
2014,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.39289,-111.00497,0.6931471805599453
2014,june,western asia,mediterranean,"morocco,syrian arab republic,unknown",2,4,6.0,0,0,4,0,drowning,central mediterranean,western asia,mixed/unknown,drowning and related causes,italy,36.1838,13.0,1.9459101490553132
2014,june,unknown,mediterranean,"cameroon,somalia,syrian arab republic",45,0,45.0,566,0,45,0,vehicle accident / death linked to hazardous transport,central mediterranean,unknown,mixed/unknown,environmental conditions and accidents,italy,36.222841,14.688719,3.828641396489095
2014,july,unknown,mediterranean,unknown,0,75,64.0,27,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,inconclusive location,36.4317,15.8313,4.174387269895637
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.6739,-111.84799,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.629327,-111.78697,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.375917,-112.0,0.6931471805599453
2014,july,unknown,mediterranean,unknown,13,0,13.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,libya,33.0335,15.0,2.639057329615259
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.081967,-113.0,0.6931471805599453
2014,july,western asia,mediterranean,"eritrea,syrian arab republic,unknown",12,188,64.0,0,1,0,2,drowning,central mediterranean,western asia,mixed/unknown,drowning and related causes,inconclusive location,32.9615,13.0,4.174387269895637
2014,july,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,latin america / caribbean,mixed/unknown,environmental conditions and accidents,mexico,18.130861,-95.0,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.316,-112.0,0.6931471805599453
2014,july,central america,north america,el salvador,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,el salvador,mixed or unknown,united states,26.92635612,-97.709747,0.6931471805599453
